iShares Core S&P 500 ETF
Fund Holdings as of,"May 23, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"742,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","413,433,071.76","0.13","413,433,071.76","12,370,828.00","33.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","413,088,342.10","0.13","413,088,342.10","1,996,078.00","206.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","412,850,709.74","0.13","412,850,709.74","1,983,143.00","208.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","411,103,033.93","0.13","411,103,033.93","5,068,463.00","81.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","410,110,960.21","0.13","410,110,960.21","166,481.00","2,463.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","408,473,790.50","0.13","408,473,790.50","2,788,217.00","146.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","407,384,483.55","0.13","407,384,483.55","34,730,135.00","11.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","404,627,046.18","0.13","404,627,046.18","2,386,617.00","169.54","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","404,047,419.15","0.13","404,047,419.15","404,047,419.00","100.00","United States","-","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","403,699,792.50","0.13","403,699,792.50","2,930,670.00","137.75","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","403,113,812.50","0.13","403,113,812.50","1,402,135.00","287.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","401,893,294.76","0.13","401,893,294.76","2,295,746.00","175.06","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","396,539,622.45","0.13","396,539,622.45","3,427,605.00","115.69","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","395,331,191.76","0.13","395,331,191.76","4,133,534.00","95.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","394,050,468.50","0.13","394,050,468.50","2,055,022.00","191.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","393,778,192.76","0.13","393,778,192.76","5,274,286.00","74.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","392,000,212.00","0.13","392,000,212.00","4,558,142.00","86.00","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","391,633,933.90","0.13","391,633,933.90","5,751,710.00","68.09","United States","NASDAQ","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","391,497,509.18","0.13","391,497,509.18","6,756,947.00","57.94","United States","NASDAQ","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","388,698,698.76","0.13","388,698,698.76","1,881,316.00","206.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","387,225,317.85","0.13","387,225,317.85","1,277,339.00","303.15","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","386,496,567.45","0.13","386,496,567.45","7,391,405.00","52.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","386,105,175.00","0.13","386,105,175.00","3,432,046.00","112.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","384,927,286.72","0.12","384,927,286.72","6,449,854.00","59.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","384,833,880.90","0.12","384,833,880.90","12,358,185.00","31.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","377,765,463.77","0.12","377,765,463.77","6,095,941.00","61.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","377,161,634.36","0.12","377,161,634.36","4,859,078.00","77.62","United States","NASDAQ","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","376,352,245.60","0.12","376,352,245.60","1,913,915.00","196.64","United States","NASDAQ","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","374,061,554.28","0.12","374,061,554.28","1,137,726.00","328.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","368,243,337.22","0.12","368,243,337.22","2,198,074.00","167.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","367,574,382.78","0.12","367,574,382.78","2,049,938.00","179.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","367,550,177.28","0.12","367,550,177.28","6,590,464.00","55.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","364,193,183.70","0.12","364,193,183.70","4,852,674.00","75.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","361,908,927.00","0.12","361,908,927.00","11,769,396.00","30.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","360,348,556.92","0.12","360,348,556.92","460,086.00","783.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","356,470,714.20","0.12","356,470,714.20","8,814,805.00","40.44","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","354,275,448.80","0.11","354,275,448.80","6,322,960.00","56.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","352,875,669.90","0.11","352,875,669.90","766,155.00","460.58","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","345,563,154.29","0.11","345,563,154.29","3,382,237.00","102.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY LTD","Information Technology","Equity","342,941,330.11","0.11","342,941,330.11","2,807,083.00","122.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","342,102,258.48","0.11","342,102,258.48","1,303,644.00","262.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","341,409,415.14","0.11","341,409,415.14","2,031,957.00","168.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","339,750,740.61","0.11","339,750,740.61","1,440,171.00","235.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","338,701,068.56","0.11","338,701,068.56","734,582.00","461.08","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","337,596,641.28","0.11","337,596,641.28","2,624,352.00","128.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","334,338,163.10","0.11","334,338,163.10","5,563,031.00","60.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","332,374,840.92","0.11","332,374,840.92","1,647,214.00","201.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","330,556,902.83","0.11","330,556,902.83","4,630,297.00","71.39","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","329,026,258.09","0.11","329,026,258.09","3,802,453.00","86.53","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","327,975,442.60","0.11","327,975,442.60","4,966,315.00","66.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","326,484,731.10","0.11","326,484,731.10","2,483,718.00","131.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","326,325,925.00","0.11","326,325,925.00","709,250.00","460.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","325,481,027.75","0.11","325,481,027.75","2,363,525.00","137.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","324,881,302.92","0.11","324,881,302.92","6,252,527.00","51.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","324,792,092.32","0.11","324,792,092.32","2,461,292.00","131.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","319,256,424.39","0.10","319,256,424.39","4,191,367.00","76.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","318,781,318.80","0.10","318,781,318.80","4,502,561.00","70.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","318,391,110.17","0.10","318,391,110.17","4,854,263.00","65.59","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","317,695,741.16","0.10","317,695,741.16","4,885,372.00","65.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","317,422,842.10","0.10","317,422,842.10","10,804,045.00","29.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","316,268,848.16","0.10","316,268,848.16","3,831,704.00","82.54","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","314,334,882.68","0.10","314,334,882.68","934,297.00","336.44","United States","NASDAQ","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","311,925,341.97","0.10","311,925,341.97","1,688,913.00","184.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","311,208,658.92","0.10","311,208,658.92","3,054,659.00","101.88","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","309,755,315.80","0.10","309,755,315.80","2,845,708.00","108.85","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","308,404,553.93","0.10","308,404,553.93","2,195,519.00","140.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","307,276,822.44","0.10","307,276,822.44","2,244,207.00","136.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","307,152,373.29","0.10","307,152,373.29","7,399,479.00","41.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","303,063,586.56","0.10","303,063,586.56","5,846,134.00","51.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","302,644,022.40","0.10","302,644,022.40","3,680,010.00","82.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","301,992,515.37","0.10","301,992,515.37","2,900,149.00","104.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","299,297,309.52","0.10","299,297,309.52","1,387,177.00","215.76","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","299,157,940.83","0.10","299,157,940.83","7,040,667.00","42.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","297,359,136.25","0.10","297,359,136.25","2,037,125.00","145.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","295,510,957.76","0.10","295,510,957.76","3,147,752.00","93.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","293,647,150.23","0.10","293,647,150.23","5,263,437.00","55.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","293,509,925.82","0.10","293,509,925.82","2,771,838.00","105.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","290,237,105.52","0.09","290,237,105.52","17,547,588.00","16.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","290,006,907.95","0.09","290,006,907.95","1,303,109.00","222.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","289,524,266.57","0.09","289,524,266.57","2,310,833.00","125.29","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","287,946,811.88","0.09","287,946,811.88","1,844,276.00","156.13","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","285,799,816.50","0.09","285,799,816.50","4,515,005.00","63.30","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","285,357,705.52","0.09","285,357,705.52","2,084,729.00","136.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","285,157,461.00","0.09","285,157,461.00","1,395,300.00","204.37","United States","NASDAQ","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","284,764,678.77","0.09","284,764,678.77","5,798,507.00","49.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","283,706,133.90","0.09","283,706,133.90","5,778,129.00","49.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","283,503,745.98","0.09","283,503,745.98","1,018,113.00","278.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Industrials","Equity","283,186,395.00","0.09","283,186,395.00","3,607,470.00","78.50","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","280,584,714.80","0.09","280,584,714.80","934,037.00","300.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","276,795,855.59","0.09","276,795,855.59","8,903,051.00","31.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","275,048,668.16","0.09","275,048,668.16","5,063,488.00","54.32","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","273,851,462.59","0.09","273,851,462.59","4,063,681.00","67.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","273,251,297.58","0.09","273,251,297.58","7,062,582.00","38.69","United States","NASDAQ","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","271,349,353.98","0.09","271,349,353.98","4,425,858.00","61.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","271,223,884.08","0.09","271,223,884.08","2,332,908.00","116.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","270,713,003.66","0.09","270,713,003.66","1,253,417.00","215.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","268,413,733.72","0.09","268,413,733.72","6,524,398.00","41.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","266,984,316.14","0.09","266,984,316.14","3,264,266.00","81.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","265,844,610.27","0.09","265,844,610.27","196,107.00","1,355.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","263,125,778.52","0.09","263,125,778.52","398,893.00","659.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","259,991,408.80","0.08","259,991,408.80","1,821,944.00","142.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","253,426,661.60","0.08","253,426,661.60","8,923,474.00","28.40","United States","NASDAQ","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","249,137,683.23","0.08","249,137,683.23","1,581,927.00","157.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","248,611,467.87","0.08","248,611,467.87","3,220,773.00","77.19","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","248,628,236.22","0.08","248,628,236.22","2,797,977.00","88.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABC","AMERISOURCEBERGEN CORP","Health Care","Equity","245,799,887.44","0.08","245,799,887.44","1,435,244.00","171.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","245,629,954.50","0.08","245,629,954.50","1,711,707.00","143.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","245,234,138.82","0.08","245,234,138.82","8,019,429.00","30.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","243,776,088.60","0.08","243,776,088.60","2,900,715.00","84.04","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","242,589,507.12","0.08","242,589,507.12","1,861,491.00","130.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","242,131,007.30","0.08","242,131,007.30","803,621.00","301.30","United States","NASDAQ","USD","1.00","USD","-"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","241,334,763.10","0.08","241,334,763.10","2,368,349.00","101.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","241,352,415.04","0.08","241,352,415.04","7,537,552.00","32.02","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CORP","Consumer Discretionary","Equity","240,861,688.20","0.08","240,861,688.20","2,248,942.00","107.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","240,062,867.64","0.08","240,062,867.64","3,280,892.00","73.17","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","237,564,552.00","0.08","237,564,552.00","2,333,640.00","101.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","234,358,873.47","0.08","234,358,873.47","14,281,467.00","16.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","234,287,567.68","0.08","234,287,567.68","7,666,478.00","30.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","232,089,498.74","0.08","232,089,498.74","3,964,631.00","58.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","230,887,540.80","0.07","230,887,540.80","772,716.00","298.80","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","230,632,038.99","0.07","230,632,038.99","2,550,393.00","90.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","230,134,358.40","0.07","230,134,358.40","1,178,967.00","195.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","229,146,818.88","0.07","229,146,818.88","19,601,952.00","11.69","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","228,258,127.98","0.07","228,258,127.98","1,086,633.00","210.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","228,207,116.90","0.07","228,207,116.90","3,387,370.00","67.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","228,024,711.81","0.07","228,024,711.81","700,989.00","325.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","225,129,840.39","0.07","225,129,840.39","656,719.00","342.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","224,768,836.50","0.07","224,768,836.50","3,089,606.00","72.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","224,536,702.95","0.07","224,536,702.95","1,039,185.00","216.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","222,266,709.44","0.07","222,266,709.44","2,403,403.00","92.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","220,674,515.52","0.07","220,674,515.52","957,664.00","230.43","United States","NASDAQ","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","218,801,671.02","0.07","218,801,671.02","550,777.00","397.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","217,329,824.88","0.07","217,329,824.88","1,240,892.00","175.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","216,932,455.09","0.07","216,932,455.09","451,369.00","480.61","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","216,697,168.80","0.07","216,697,168.80","1,630,160.00","132.93","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","214,134,670.68","0.07","214,134,670.68","979,842.00","218.54","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","213,357,979.24","0.07","213,357,979.24","2,802,548.00","76.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","211,668,665.73","0.07","211,668,665.73","3,095,929.00","68.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","211,424,918.94","0.07","211,424,918.94","615,287.00","343.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","211,197,168.54","0.07","211,197,168.54","1,267,614.00","166.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","210,938,982.30","0.07","210,938,982.30","1,989,615.00","106.02","United States","NASDAQ","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","210,738,619.96","0.07","210,738,619.96","4,813,582.00","43.78","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","209,661,763.99","0.07","209,661,763.99","946,939.00","221.41","United States","NASDAQ","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","208,361,362.18","0.07","208,361,362.18","3,591,818.00","58.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","207,769,440.26","0.07","207,769,440.26","6,752,338.00","30.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","204,407,522.33","0.07","204,407,522.33","2,252,921.00","90.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","204,402,030.40","0.07","204,402,030.40","1,200,952.00","170.20","United States","NASDAQ","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","204,256,403.19","0.07","204,256,403.19","5,688,009.00","35.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","203,564,904.69","0.07","203,564,904.69","3,130,323.00","65.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","203,163,987.20","0.07","203,163,987.20","2,163,160.00","93.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","200,651,527.53","0.07","200,651,527.53","1,250,399.00","160.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","200,661,422.00","0.07","200,661,422.00","6,350,045.00","31.60","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","198,645,198.48","0.06","198,645,198.48","2,795,064.00","71.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","196,325,759.30","0.06","196,325,759.30","1,205,710.00","162.83","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","194,129,206.53","0.06","194,129,206.53","2,223,957.00","87.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","193,773,554.65","0.06","193,773,554.65","2,285,335.00","84.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
